Categoria_App,Copertina,Titolo,Autore,Editore,Anno,Descrizione,Link,Nuovo
Editori Selezionati,https://www.ibs.it/images/9791222327266_0_0_150_0_75.jpg,"Quello che non è successo. Come curare le ferite dell’abbandono, dell’assenza e della perdita",Anabel González,Mimesis,2026,"Quando proviamo a individuare ciò che ci ha ferito, di solito ci concentriamo subito sui fatti più evidenti: i tradimenti subiti, il dolore provato, l’impatto diretto delle esperienze che abbiamo attraversato. Tuttavia, sono le assenze a lasciare spesso i segni più duraturi: ciò che avremmo avuto bisogno di vivere e non è accaduto, le perdite silenziose, le occasioni mancate. Le parole rimaste in sospeso, l’impressione di non essere riconosciuti, la sensazione di non contare nulla per chi è importante per noi possono pesare più di un’offesa o di un gesto violento. In che modo, allora, ciò che non è avvenuto continua a modellare ciò che viviamo oggi? Il presente libro esplora proprio queste situazioni – tutto ciò che non è successo ma che ancora ci tocca –, mostrando come l’assenza possa essere la chiave mancante per comprendere pienamente noi stessi.",https://www.ibs.it/quello-che-non-successo-come-libro-anabel-gonzalez/e/9791222327266,False
Altri Editori,https://www.ibs.it/images/9788892987241_0_0_150_0_75.jpg,Perfezionismo. Quando il dovrebbe diventa deve,Raphael M. Bonelli,Ares,2026,,https://www.ibs.it/perfezionismo-quando-dovrebbe-diventa-deve-libro-raphael-m-bonelli/e/9788892987241,False
Altri Editori,https://www.ibs.it/images/9788859045458_0_0_150_0_75.jpg,Affrontare le emozioni difficili con l'ACT. Un programma di Acceptance and Commitment Therapy per migliorare le abilità di regolazione emotiva,Marta Schweiger,Erickson,2026,,https://www.ibs.it/affrontare-emozioni-difficili-con-act-libro-marta-schweiger/e/9788859045458,False
Altri Editori,https://www.ibs.it/images/9791256650828_0_0_150_0_75.jpg,Orizzonte in crisi. Lo scenario contemporaneo tra guerre e crisi climatica. Un'ottica interdisciplinare per la ricerca-intervento,N/D,Alpes Italia,2026,,https://www.ibs.it/orizzonte-in-crisi-scenario-contemporaneo-libro-vari/e/9791256650828,False
Altri Editori,https://www.ibs.it/images/9788859045205_0_0_150_0_75.jpg,Compassionate Mind Training per l'età evolutiva. Guida pratica all'applicazione della CFT,"Pietro Muratori,Nicola Petrocchi,Carlotta Bertini",Erickson,2026,,https://www.ibs.it/compassionate-mind-training-per-eta-libro-vari/e/9788859045205,False
Altri Editori,https://www.ibs.it/images/9788822924902_0_0_150_0_75.jpg,Anche i bambini hanno un’antenna. L’esperienza dell’Antenne 110,Virginio Baio,Quodlibet,2026,,https://www.ibs.it/anche-bambini-hanno-antenna-esperienza-libro-virginio-baio/e/9788822924902,True
Altri Editori,https://www.ibs.it/images/9788884747594_0_0_150_0_75.jpg,Libertà della cura e cura della libertà. Quando le regole di una comunità professionale diventano una gabbia. Nuova ediz.,N/D,Il Cerchio,2026,,https://www.ibs.it/liberta-della-cura-cura-della-libro-vari/e/9788884747594,False
Altri Editori,https://www.ibs.it/images/9788835187516_0_0_150_0_75.jpg,"Psicopatologia narrativo-relazionale. Manuale per la pratica clinica, l'intervento terapeutico e la valutazione criminologica",Silvio Ciappi,Franco Angeli,2026,,https://www.ibs.it/psicopatologia-narrativo-relazionale-manuale-per-libro-silvio-ciappi/e/9788835187516,False
Altri Editori,https://www.ibs.it/images/9788835176268_0_0_150_0_75.jpg,Legami di coppia in crisi. Percorsi terapeutici in ottica sistemica familiare-individuale,"Dante Ghezzi,Paola Covini",Franco Angeli,2026,,https://www.ibs.it/legami-di-coppia-in-crisi-libro-dante-ghezzi-paola-covini/e/9788835176268,False
Altri Editori,https://www.ibs.it/images/9791281628595_0_0_150_0_75.jpg,La relazione che cura. Nessuno si salva da solo nei gruppi di auto mutuo aiuto,Annica Cerino,Riccardo Edizioni,2026,,https://www.ibs.it/relazione-che-cura-nessuno-si-libro-annica-cerino/e/9791281628595,True
Editori Selezionati,https://www.ibs.it/images/9791222329093_0_0_150_0_75.jpg,La sindrome del barone rampante. Ritiro sociale e psicopatologia in adolescenza,N/D,Mimesis,2026,"Il ritiro sociale, segno che attraversa trasversalmente quasi tutta la psicopatologia adolescenziale, ci obbliga a riflettere sui cambiamenti indotti dalla nostra contemporaneità sull’esperienza vitale di tutti noi, non solo degli adolescenti. Cosa è cambiato? Come la psicoanalisi deve modificare se stessa per poter intervenire sulle nuove forme psicopatologiche? Quanto la mediazione elettronica delle relazioni sociali sta modificando la capacità di condivisione del nostro corpo/mente con l’altro?",https://www.ibs.it/sindrome-del-barone-rampante-ritiro-libro-vari/e/9791222329093,False
Editori Selezionati,https://www.ibs.it/images/9791222328331_0_0_150_0_75.jpg,Risonanze. Prospettive interdisciplinari tra musica e scienze della mente,N/D,Mimesis,2026,"Risonanze esplora le connessioni fondamentali tra la musica e le scienze cognitive, psicologiche e neurologiche, offrendo una panoramica multidisciplinare su come il suono e la musica influenzino la mente umana. Questo volume riunisce contributi di esperti provenienti da campi diversi, come la psicologia cognitiva, le neuroscienze, la musicologia, la filosofia e la pedagogia, per approfondire i molteplici modi in cui la musica modula e interagisce con i processi mentali e cerebrali. I saggi sono raccolti e distribuiti in due sezioni distinte: una storica e filosofica e una musicologica e neuroscientifica. L’approccio interdisciplinare consente di considerare l’esperienza musicale non solo come un fenomeno artistico, ma anche come un aspetto fondamentale della psicologia umana, nelle sue prospettive emotive, sociali e terapeutiche.",https://www.ibs.it/risonanze-prospettive-interdisciplinari-tra-musica-libro-vari/e/9791222328331,True
Altri Editori,https://www.ibs.it/images/9788874875160_0_0_150_0_75.jpg,"Una terapia junghiana per la coppia. Archetipo e complesso, corpo e immagine, gioco della sabbia","Fulvia De Benedittis,Silvia Presciuttini",Magi Edizioni,2026,,https://www.ibs.it/terapia-junghiana-per-coppia-archetipo-libro-fulvia-de-benedittis-silvia-presciuttini/e/9788874875160,False
Altri Editori,https://www.ibs.it/images/9788864511191_0_0_150_0_75.jpg,Rivista di sessuologia (2025). Vol. 2: Riproduzione assistita e sessualità: un approccio integrato alla cura della persona,N/D,Scione,2026,,https://www.ibs.it/rivista-di-sessuologia-2025-vol-libro-vari/e/9788864511191,False
Altri Editori,https://www.ibs.it/images/9788835187554_0_0_150_0_75.jpg,Desideri fragili. Sessualità e salute mentale nella pratica della riabilitazione psichiatrica,Carlo Rosso,Franco Angeli,2026,,https://www.ibs.it/desideri-fragili-sessualita-salute-mentale-libro-carlo-rosso/e/9788835187554,False
Altri Editori,https://www.ibs.it/images/9788835187103_0_0_150_0_75.jpg,"Utopie. Il lavoro dell'inconscio, catastrofe e desiderio di cambiamento",René Kaës,Franco Angeli,2026,,https://www.ibs.it/utopie-lavoro-dell-inconscio-catastrofe-libro-rene-kaes/e/9788835187103,False
Altri Editori,https://www.ibs.it/images/9788835187080_0_0_150_0_75.jpg,Incanto e psicoterapia della Gestalt. Partner nell'esplorazione della vita,Erving Polster,Franco Angeli,2026,,https://www.ibs.it/incanto-psicoterapia-della-gestalt-partner-libro-erving-polster/e/9788835187080,False
Altri Editori,https://www.ibs.it/images/9788834019351_0_0_150_0_75.jpg,La psicoanalisi. Studi italiani internazionali del campo freudiano. Rivista italiana della scuola europea di psicoanalisi. Vol. 77: Adolescenza?,N/D,Astrolabio Ubaldini,2026,,https://www.ibs.it/psicoanalisi-studi-italiani-internazionali-del-libro-vari/e/9788834019351,False
Editori Selezionati,https://www.ibs.it/images/9788891847669_0_0_150_0_75.jpg,Mina È. Le storie dentro le canzoni,"Gabriele Sanlazzaro,Renato Tortarolo",Mondadori Electa,2026,"Mina si racconta da sempre attraverso le sue canzoni. Con la sua voce inconfondibile, unica e avvolgente parla di sé e del mondo che ci circonda. Questo libro è un omaggio all'universo artistico di Mina, attraverso duecento brani e le loro storie.",https://www.ibs.it/mina-storie-dentro-canzoni-libro-gabriele-sanlazzaro-renato-tortarolo/e/9788891847669,True
Altri Editori,https://www.ibs.it/images/9791281484474_0_0_150_0_75.jpg,Stan Lee,Gabriele Acciacca,Marotta e Cafiero,2026,,https://www.ibs.it/stan-lee-libro-gabriele-acciacca/e/9791281484474,False
Editori Selezionati,https://www.ibs.it/images/9788820085384_0_0_150_0_75.jpg,Fuori onda. Come ho trasformato le cadute in passi di danza,Shaila Gatta,Sperling & Kupfer,2026,"Cosa si nasconde dietro lo sguardo sorridente di una conduttrice, dietro il volto soddisfatto e teso di una ballerina che ha appena finito il suo numero, quando i riflettori si spengono e si rimane soli con le proprie insicurezze? Shaila Gatta - ballerina, showgirl e influencer - ci accompagna nel suo backstage più intimo, in un fuori onda fatto di luci e ombre, di fragilità raccontate con coraggio e pungente ironia. Ricostruisce il suo cammino, dagli sgabelli delle accademie di ballo all'adrenalina della diretta tv: la lotta contro l'insicurezza, la ricerca ostinata di un posto nel mondo, l'ambizione, le aspettative, il conflitto tra ciò che siamo e ciò che mostriamo di noi, il desiderio di un amore autentico, capace di andare oltre le apparenze. Ne viene fuori il ritratto dolce e potente di una ragazzina entusiasta che è diventata una donna consapevole, capace di trasformare gli errori in occasioni di rinascita. Una storia che ricorda a tutti noi che non esistono destini già scritti: esistono scelte, cadute, e una forza infinita che ci abita. Basta avere il coraggio di ascoltarla. Prefazione di Enzo Iacchetti.",https://www.ibs.it/fuori-onda-come-ho-trasformato-libro-shaila-gatta/e/9788820085384,True
Altri Editori,https://www.ibs.it/images/9791281104181_0_0_150_0_75.jpg,Chinaglia per sempre,Francesco Troncarelli,Reality Book,2026,,https://www.ibs.it/chinaglia-per-sempre-libro-francesco-troncarelli/e/9791281104181,False
Altri Editori,https://www.ibs.it/images/9788893238236_0_0_150_0_75.jpg,Comportati come se fossi felice,"Marco Alloni,Claudio Magris",Compagnia Editoriale Aliberti,2026,,https://www.ibs.it/comportati-come-se-fossi-felice-libro-marco-alloni-claudio-magris/e/9788893238236,False
Altri Editori,https://www.ibs.it/images/9788892828681_0_0_150_0_75.jpg,Bertolucci A-Z,N/D,Electa,2026,,https://www.ibs.it/bertolucci-a-z-libro-vari/e/9788892828681,False
Editori Selezionati,https://www.ibs.it/images/9788891846587_0_0_150_0_75.jpg,Diavoli con la racchetta. I campioni che hanno fatto la storia del tennis in 15 match leggendari,Stefano Semeraro,Mondadori Electa,2026,"Stefano Semeraro, giornalista e scrittore con una lunga esperienza nel racconto sportivo, ci guida in un viaggio emozionante tra alcune delle sfide più leggendarie mai giocate su un campo da tennis. Ogni capitolo è dedicato a un incontro simbolo, in cui tecnica, tensione e talento si intrecciano in storie uniche, capaci di raccontare non solo lo sport, ma anche l'anima dei suoi protagonisti. Dalla rivalità epica tra Federer e Nadal alle battaglie senza tempo di Borg e McEnroe, fino agli incontri che hanno consacrato nuove stelle come Sinner e Alcaraz o segnato momenti di svolta, il volume non è solo una raccolta di partite: è un viaggio nel cuore del tennis. Con uno stile avvincente e ricco di aneddoti, Semeraro ci porta dietro le quinte, rivelando dettagli curiosi, emozioni nascoste e il lato più umano di grandi campioni e campionesse.",https://www.ibs.it/diavoli-con-racchetta-campioni-che-libro-stefano-semeraro/e/9788891846587,True
Editori Selezionati,https://www.ibs.it/images/9788891846525_0_0_150_0_75.jpg,Mariri. L'Amazzonia dentro. Viaggio nei fiumi della mia terra,Micaela Saxer,Mondadori Electa,2026,"Mariri è un viaggio alla ricerca dell'essenza amazzonica di Micaela Saxer. È un pellegrinaggio tra memoria e mito, tra il visibile e l'invisibile, tra la storia familiare e quella di un intero territorio segnato da conquiste e forme di resistenza. L'autrice è nata a Iquitos, Perù, durante le riprese di Fitzcarraldo di Werner Herzog, che suo padre, Walter, ha prodotto. È lì che lui, svizzero-tedesco, e sua madre, Gloria, indigena, si sono innamorati. Micaela non ha trascorso l'infanzia in Amazzonia ma in Italia, sulle colline dell'Umbria, immersa in un immaginario che riduceva la giungla a un luogo esotico, primitivo, selvaggio. Crescendo, l'autrice ha provato vergogna per le proprie origini amazzoniche e ha iniziato a interrogarsi capendo che l'identità non è un confine tracciato, né un'eredità immutabile, ma un flusso che attraversa il tempo e la memoria. Mariri nasce dall'urgenza di dare voce alle storie amazzoniche che per troppo tempo sono state soffocate. È un viaggio fisico e simbolico: insieme alla madre, Micaela percorre i fiumi che hanno segnato la sua vita e quella delle donne prima di lei. Insieme attraversano il tempo: quello delle missioni e della conquista, dello sfruttamento coloniale della foresta e delle sue genti, ma anche il passato più antico, quello che sopravvive nei miti, nei racconti delle ribereñas, nella foresta che non è mai stata solo sfondo, ed è da sempre invece protagonista di un altro modo di essere. Una storia potente, un lignaggio tutto al femminile, quello di chi, seppur allontanatasi, non ha mai abbandonato davvero la sua terra.",https://www.ibs.it/mariri-amazzonia-dentro-viaggio-nei-libro-micaela-saxer/e/9788891846525,False
Editori Selezionati,https://www.ibs.it/images/9788817191111_0_0_150_0_75.jpg,Paul Weller. Dancing through the fire. La storia orale autorizzata,Dan Jennings,Rizzoli Lizard,2026,"Oltre cinquant'anni di successi, una carriera che comincia a quattordici anni nei pub e nei circoli operai di Woking, all'epoca del punk, e che attraversa con furore e originalità le più interessanti evoluzioni della musica contemporanea: dall'energia ribelle dei Jam al pop sofisticato degli Style Council, fino alla prolifica carriera solista all'insegna di ricerca e sperimentazione. Paul Weller non è un musicista, ma una leggenda, un'icona di stile e un esempio di coerenza che va ben oltre le sue canzoni, come emerge da questa storia orale che attinge a centinaia di ore di interviste e intense conversazioni con Weller e la sua cerchia, e che per la prima volta dà forma all'immensa mole di testimonianze raccolte dal giornalista Dan Jennings consultando oltre duecento musicisti, amici, familiari, giornalisti e collaboratori del ""Modfather"". Un mosaico di voci che scavano nel mito di Weller per comporre non solo il ritratto esaustivo di un artista che occupa una posizione unica nella storia - insieme a Lennon e McCartney è uno dei pochissimi musicisti ad aver raggiunto con i propri album il numero uno della classifica britannica in cinque decenni consecutivi - ma anche quello di un uomo che dopo ogni caduta ha sempre saputo ricostruirsi puntando con determinazione dritto davanti a sé, al cuore della musica. Prefazione di Paul Weller.",https://www.ibs.it/paul-weller-dancing-through-the-libro-dan-jennings/e/9788817191111,True
Editori Selezionati,https://www.ibs.it/images/9788807950827_0_0_150_0_75.jpg,Il paese dei mezaràt. I miei primi sette anni (e qualcuno in più),Dario Fo,Feltrinelli,2026,"“Tutto dipende da dove sei nato, diceva un grande saggio. E, per quanto mi riguarda, il saggio ci ha proprio azzeccato.” Mezaràt, “mezzi topi”: è così che vengono chiamati gli abitanti del paese in cui è cresciuto Dario Fo, sulla sponda lombarda del Lago Maggiore. Sono esseri notturni per via dei mestieri che svolgono – soffiatori di vetro, pescatori, contrabbandieri –, e proprio questa loro propensione alla notte li rende grandi affabulatori, primi maestri di quell’arte teatrale che Dario Fo eserciterà tutta la vita. In famiglia gli sono insegnanti il padre capostazione e il gigantesco nonno ortolano, che al mercato trasforma ogni occasione in una recita grottesca. E così, prendendo le mosse dai luoghi natii, Fo accompagna il lettore in un turbine di memorie, dai tetti di cioccolata di una Svizzera immaginaria alla scoperta del colore nell’arte, mescolando la sua storia privata e quella collettiva e indugiando di volta in volta su episodi teneri o drammatici: la prima storia d’amore, le sfide con i piccoli balordi della valle, l’apprendistato all’Accademia di Brera, la guerra e i bombardamenti su Milano, il reclutamento forzato. Fo schizza, colora, affresca, e ci consegna un autoritratto che sa ridere e sa commuoversi, portandoci fino ai funerali di “Pà Fo”, figura centrale di questo decentrato romanzo di formazione.",https://www.ibs.it/paese-dei-mezarat-miei-primi-libro-dario-fo/e/9788807950827,False
